mu_GeV,alpha
1.0156314710024903e-06,0.007297352569283801
1.0677040100347827e-06,0.007297352569283801
1.1224463652343442e-06,0.007297352569283801
1.179995421003191e-06,0.007297352569283801
1.2404950799567134e-06,0.007297352569283801
1.3040966227551563e-06,0.007297352569283801
1.3709590863840845e-06,0.007297352569283801
1.4412496618296697e-06,0.007297352569283801
1.515144112143249e-06,0.007297352569283801
1.592827211940512e-06,0.007297352569283801
1.674493209434266e-06,0.007297352569283801
1.7603463121561693e-06,0.007297352569283801
1.8506011975819082e-06,0.007297352569283801
1.9454835499367136e-06,0.007297352569283801
2.0452306245234897e-06,0.007297352569283801
2.150091840984627e-06,0.007297352569283801
2.2603294069810542e-06,0.007297352569283801
2.376218973847943e-06,0.007297352569283801
2.498050325866635e-06,0.007297352569283801
2.6261281048763035e-06,0.007297352569283801
2.7607725720371986e-06,0.007297352569283801
2.902320408650404e-06,0.007297352569283801
3.0511255580364225e-06,0.007297352569283801
3.2075601105778547e-06,0.007297352569283801
3.3720152341391845e-06,0.007297352569283801
3.544902152190152e-06,0.007297352569283801
3.726653172078671e-06,0.007297352569283801
3.917722766024335e-06,0.007297352569283801
4.118588707535708e-06,0.007297352569283801
4.329753266092978e-06,0.007297352569283801
4.551744463083231e-06,0.007297352569283801
4.785117392129009e-06,0.007297352569283801
5.030455607111448e-06,0.007297352569283801
5.288372581358964e-06,0.007297352569283801
5.559513241650146e-06,0.007297352569283801
5.8445555808665665e-06,0.007297352569283801
6.14421235332821e-06,0.007297352569283801
6.459232857050463e-06,0.007297352569283801
6.79040480737947e-06,0.007297352569283801
7.138556306690845e-06,0.007297352569283801
7.504557915076858e-06,0.007297352569283801
7.889324827200223e-06,0.007297352569283801
8.29381916075737e-06,0.007297352569283801
8.719052362273868e-06,0.007297352569283801
9.166087736247617e-06,0.007297352569283801
9.636043103963851e-06,0.007297352569283801
1.013009359863071e-05,0.007297352569283801
1.0649474603824258e-05,0.007297352569283801
1.119548484259094e-05,0.007297352569283801
1.1769489624931745e-05,0.007297352569283801
1.2372924261788221e-05,0.007297352569283801
1.300729765406762e-05,0.007297352569283801
1.3674196065680964e-05,0.007297352569283801
1.4375287090029125e-05,0.007297352569283801
1.5112323819855033e-05,0.007297352569283801
1.588714923088849e-05,0.007297352569283801
1.670170079024566e-05,0.007297352569283801
1.7558015301105876e-05,0.007297352569283801
1.8458233995780558e-05,0.007297352569283801
1.940460788990944e-05,0.007297352569283801
2.0399503411171922e-05,0.007297352569283801
2.1445408316589164e-05,0.007297352569283801
2.254493791321221e-05,0.007297352569283801
2.3700841597751968e-05,0.007297352569283801
2.4916009731503204e-05,0.007297352569283801
2.619348086775303e-05,0.007297352569283801
2.7536449349747158e-05,0.007297352569283801
2.894827329821157e-05,0.007297352569283801
3.0432483008403625e-05,0.007297352569283801
3.1992789777689226e-05,0.007297352569283801
3.363309518571897e-05,0.007297352569283801
3.535750085040998e-05,0.007297352569283801
3.7170318684126734e-05,0.007297352569283801
3.907608167570808e-05,0.007297352569283801
4.1079555225300724e-05,0.007297352569283801
4.3185749060341275e-05,0.007297352569283801
4.5399929762484854e-05,0.007297352569283801
4.772763393680197e-05,0.007297352569283801
5.017468205617528e-05,0.007297352569283801
5.274719301551385e-05,0.007297352569283801
5.5451599432176945e-05,0.007297352569283801
5.829466373086881e-05,0.007297352569283801
6.128349505322213e-05,0.007297352569283801
6.442556703435542e-05,0.007297352569283801
6.77287364908539e-05,0.007297352569283801
7.120126306690273e-05,0.007297352569283801
7.48518298877006e-05,0.007297352569283801
7.86895652717947e-05,0.007297352569283801
8.272406555663223e-05,0.007297352569283801
8.696541909440292e-05,0.007297352569283801
9.142423147817327e-05,0.007297352569283801
9.61116520613947e-05,0.007297352569283801
0.00010103940183709342,0.007297352569283801
0.00010621980274645875,0.007297352569283801
0.00011166580849011478,0.007297352569283801
0.00011739103691911796,0.007297352569283801
0.00012340980408667956,0.007297352569283801
0.00012973716004575404,0.007297352569283801
0.0001363889264820114,0.007297352569283801
0.00014338173627629318,0.007297352569283801
0.0001507330750954765,0.007297352569283801
0.00015846132511575126,0.007297352569283801
