z, E_new(eV), E_conformal(eV), E_logarithmic(eV), Ratio_conf, Ratio_log
6.540805914998259277e+11,1.314073776574315725e+19,5.289893076110288000e+16,1.314073776574315725e+19,4.025567795668681843e-03,1.000000000000000000e+00
7.107279696773411865e+11,1.318085535050961306e+19,5.991769669323259200e+16,1.318085535050961306e+19,4.545812475737091851e-03,1.000000000000000000e+00
7.722813571388658447e+11,1.322097293527607296e+19,6.786773050736498400e+16,1.322097293527607296e+19,5.133338585565133151e-03,1.000000000000000000e+00
8.391656442830161133e+11,1.326109052004253696e+19,7.687259521677476800e+16,1.326109052004253696e+19,5.796853215095027108e-03,1.000000000000000000e+00
9.118425196146599121e+11,1.330120810480900506e+19,8.707224849254281600e+16,1.330120810480900506e+19,6.546190978025684219e-03,1.000000000000000000e+00
9.908136566858686523e+11,1.334132568957547520e+19,9.862521794883736000e+16,1.334132568957547520e+19,7.392460108061093063e-03,1.000000000000000000e+00
1.076624177045493286e+12,1.338144327434194944e+19,1.117110650506380640e+17,1.338144327434194944e+19,8.348207496035707151e-03,1.000000000000000000e+00
1.169866413101310547e+12,1.342156085910842778e+19,1.265331759390570560e+17,1.342156085910842778e+19,9.427605124867902836e-03,1.000000000000000000e+00
1.271183996869030029e+12,1.346167844387490816e+19,1.433219225505268000e+17,1.346167844387490816e+19,1.064666067816666395e-02,1.000000000000000000e+00
1.381276302832009521e+12,1.350179602864139059e+19,1.623382431614041280e+17,1.350179602864139059e+19,1.202345545859496295e-02,1.000000000000000000e+00
1.500903275579739746e+12,1.354191361340787712e+19,1.838776980084172480e+17,1.354191361340787712e+19,1.357841315915348651e-02,1.000000000000000000e+00
1.630890675549334229e+12,1.358203119817436365e+19,2.082750630192434240e+17,1.358203119817436365e+19,1.533460349047341582e-02,1.000000000000000000e+00
1.772135779080358398e+12,1.362214878294085427e+19,2.359095330510630400e+17,1.362214878294085427e+19,1.731808518686088483e-02,1.000000000000000000e+00
1.925613572129202637e+12,1.366226636770734694e+19,2.672106155081525440e+17,1.366226636770734694e+19,1.955829350097738895e-02,1.000000000000000000e+00
2.092383480396979004e+12,1.370238395247384166e+19,3.026648059397864960e+17,1.370238395247384166e+19,2.208847796044593331e-02,1.000000000000000000e+00
2.273596682327715332e+12,1.374250153724033434e+19,3.428231493736229760e+17,1.374250153724033434e+19,2.494619690924670952e-02,1.000000000000000000e+00
2.470504055456830566e+12,1.378261912200683110e+19,3.883098049061975040e+17,1.378261912200683110e+19,2.817387620370207998e-02,1.000000000000000000e+00
2.684464810961965332e+12,1.382273670677332992e+19,4.398317466652686720e+17,1.382273670677332992e+19,3.181944038981406042e-02,1.000000000000000000e+00
2.916955876018805176e+12,1.386285429153983078e+19,4.981897519207747840e+17,1.386285429153983078e+19,3.593702576999659171e-02,1.000000000000000000e+00
3.169582088726121582e+12,1.390297187630632960e+19,5.642908471265224960e+17,1.390297187630632960e+19,4.058778598899391576e-02,1.000000000000000000e+00
3.444087275973823242e+12,1.394308946107283046e+19,6.391624053346789120e+17,1.394308946107283046e+19,4.584080214927484936e-02,1.000000000000000000e+00
3.742366290721992188e+12,1.398320704583933338e+19,7.239681140913808640e+17,1.398320704583933338e+19,5.177411102603931420e-02,1.000000000000000000e+00
4.066478091781862305e+12,1.402332463060583629e+19,8.200260619937172480e+17,1.402332463060583629e+19,5.847586671451750207e-02,1.000000000000000000e+00
4.418659956385941406e+12,1.406344221537233920e+19,9.288292250175651840e+17,1.406344221537233920e+19,6.604565303381337849e-02,1.000000000000000000e+00
4.801342923653464844e+12,1.410355980013884416e+19,1.052068671023955840e+18,1.410355980013884416e+19,7.459596626190775903e-02,1.000000000000000000e+00
5.217168575554354492e+12,1.414367738490535117e+19,1.191659843098903808e+18,1.414367738490535117e+19,8.425389031926637518e-02,1.000000000000000000e+00
5.669007271207433594e+12,1.418379496967185613e+19,1.349772330234298880e+18,1.418379496967185613e+19,9.516298939179645977e-02,1.000000000000000000e+00
6.159977960380180664e+12,1.422391255443836314e+19,1.528863588059107840e+18,1.422391255443836314e+19,1.074854462306187586e-01,1.000000000000000000e+00
6.693469712958667969e+12,1.426403013920487014e+19,1.731717133723744768e+18,1.426403013920487014e+19,1.214044780348646352e-01,1.000000000000000000e+00
7.273165113001454102e+12,1.430414772397137715e+19,1.961485808579833856e+18,1.430414772397137715e+19,1.371270659693138716e-01,1.000000000000000000e+00
7.903065678861364258e+12,1.434426530873788621e+19,2.221740781063313408e+18,1.434426530873788621e+19,1.548870390531558450e-01,1.000000000000000000e+00
8.587519484845179688e+12,1.438438289350439526e+19,2.516527051405833728e+18,1.438438289350439526e+19,1.749485584496106860e-01,1.000000000000000000e+00
9.331251175078279297e+12,1.442450047827090637e+19,2.850426320853907968e+18,1.442450047827090637e+19,1.976100541677540401e-01,1.000000000000000000e+00
1.013939457675293750e+13,1.446461806303741338e+19,3.228628202537218048e+18,1.446461806303741338e+19,2.232086729470989517e-01,1.000000000000000000e+00
1.101752813788387305e+13,1.450473564780392243e+19,3.657010880777991168e+18,1.450473564780392243e+19,2.521253037335897673e-01,1.000000000000000000e+00
1.197171343418970508e+13,1.454485323257043354e+19,4.142232472484433920e+18,1.454485323257043354e+19,2.847902557867474371e-01,1.000000000000000000e+00
1.300853701090573242e+13,1.458497081733694259e+19,4.691834510608350208e+18,1.458497081733694259e+19,3.216896742111567953e-01,1.000000000000000000e+00
1.413515584835395703e+13,1.462508840210345370e+19,5.314359158053805056e+18,1.462508840210345370e+19,3.633727887271756551e-01,1.000000000000000000e+00
1.535934676510901758e+13,1.466520598686996480e+19,6.019481973827887104e+18,1.466520598686996480e+19,4.104601039506191040e-01,1.000000000000000000e+00
1.668956009978026562e+13,1.470532357163647590e+19,6.818162294945106944e+18,1.470532357163647590e+19,4.636526535258245207e-01,1.000000000000000000e+00
1.813497804196495312e+13,1.474544115640298701e+19,7.722813571389281280e+18,1.474544115640298701e+19,5.237424563615559192e-01,1.000000000000000000e+00
1.970557801501804297e+13,1.478555874116949811e+19,8.747496301555116032e+18,1.478555874116949811e+19,5.916243311927225079e-01,1.000000000000000000e+00
2.141220154815731641e+13,1.482567632593600922e+19,9.908136566859380736e+18,1.482567632593600922e+19,6.683092460022282966e-01,1.000000000000000000e+00
2.326662911331457812e+13,1.486579391070252032e+19,1.122277356208579379e+19,1.486579391070252032e+19,7.549394017904444976e-01,1.000000000000000000e+00
2.528166144331505469e+13,1.490591149546903347e+19,1.271183996869108122e+19,1.490591149546903347e+19,8.528052761184791164e-01,1.000000000000000000e+00
2.747120789270814453e+13,1.494602908023554458e+19,1.439847952876088320e+19,1.494602908023554458e+19,9.633648811644067722e-01,1.000000000000000000e+00
2.985038245118729297e+13,1.498614666500205568e+19,1.630890675549412762e+19,1.498614666500205568e+19,1.088265524157799868e+00,1.000000000000000000e+00
3.243560807235817969e+13,1.502626424976856883e+19,1.847281437099725210e+19,1.502626424976856883e+19,1.229368395493362076e+00,1.000000000000000000e+00
3.524473003801587500e+13,1.506638183453508198e+19,2.092383480397068288e+19,1.506638183453508198e+19,1.388776352130488112e+00,1.000000000000000000e+00
3.829713914046292969e+13,1.510649941930159514e+19,2.370006292009433498e+19,1.510649941930159514e+19,1.568865311695754716e+00,1.000000000000000000e+00
4.161390553316715625e+13,1.514661700406810829e+19,2.684464810962067456e+19,1.514661700406810829e+19,1.772319726735724910e+00,1.000000000000000000e+00
4.521792417370702344e+13,1.518673458883461939e+19,3.040646493467169997e+19,1.518673458883461939e+19,2.002172669628842883e+00,1.000000000000000000e+00
4.913407286296376562e+13,1.522685217360113254e+19,3.444087275973942477e+19,1.522685217360113254e+19,2.261851127671005823e+00,1.000000000000000000e+00
5.338938397147360938e+13,1.526696975836764365e+19,3.901057617191111066e+19,1.526696975836764365e+19,2.555227185835609482e+00,1.000000000000000000e+00
5.801323103833378125e+13,1.530708734313415680e+19,4.418659956386055782e+19,1.530708734313415680e+19,2.886675862843365969e+00,1.000000000000000000e+00
6.303753153071294531e+13,1.534720492790067200e+19,5.004939102701092864e+19,1.534720492790067200e+19,3.261140465781030784e+00,1.000000000000000000e+00
6.849696716357453906e+13,1.538732251266718310e+19,5.669007271207570637e+19,1.538732251266718310e+19,3.684206441075579708e+00,1.000000000000000000e+00
7.442922330043757812e+13,1.542744009743369421e+19,6.421185709064886682e+19,1.542744009743369421e+19,4.162184826848253749e+00,1.000000000000000000e+00
8.087524908770473438e+13,1.546755768220020941e+19,7.273165113001617818e+19,1.546755768220020941e+19,4.702206555448277037e+00,1.000000000000000000e+00
8.787954011821328125e+13,1.550767526696672256e+19,8.238187331399758643e+19,1.550767526696672256e+19,5.312329017456357327e+00,1.000000000000000000e+00
9.549044557518078125e+13,1.554779285173323571e+19,9.331251175078387712e+19,1.554779285173323571e+19,6.001656482089134492e+00,1.000000000000000000e+00
1.037605019766913906e+14,1.558791043649974682e+19,1.056934553558006989e+20,1.558791043649974682e+19,6.780476176480655148e+00,1.000000000000000000e+00
1.127467958244951875e+14,1.562802802126626406e+19,1.197171343418991411e+20,1.562802802126626406e+19,7.660412060881308882e+00,1.000000000000000000e+00
1.225113576604117812e+14,1.566814560603277312e+19,1.356015110565648794e+20,1.566814560603277312e+19,8.654598601914551992e+00,1.000000000000000000e+00
1.331215902504310469e+14,1.570826319079929037e+19,1.535934676510919229e+20,1.570826319079929037e+19,9.777877145644932710e+00,1.000000000000000000e+00
1.446507338521653125e+14,1.574838077556580147e+19,1.739726432343831347e+20,1.574838077556580147e+19,1.104701783083046607e+01,1.000000000000000000e+00
1.571783717773161250e+14,1.578849836033231053e+19,1.970557801501815276e+20,1.578849836033231053e+19,1.248097036544480964e+01,1.000000000000000000e+00
1.707909797389430312e+14,1.582861594509882778e+19,2.232016469295258665e+20,1.582861594509882778e+19,1.410114742209270844e+01,1.000000000000000000e+00
1.855825227755526562e+14,1.586873352986534093e+19,2.528166144331536794e+20,1.586873352986534093e+19,1.593174489680267669e+01,1.000000000000000000e+00
2.016551038724744375e+14,1.590885111463185408e+19,2.863609718508131451e+20,1.590885111463185408e+19,1.800010382820405397e+01,1.000000000000000000e+00
2.191196687578151875e+14,1.594896869939836518e+19,3.243560807235840246e+20,1.594896869939836518e+19,2.033711939856145889e+01,1.000000000000000000e+00
2.380967717380368125e+14,1.598908628416488243e+19,3.673924781802120151e+20,1.598908628416488243e+19,2.297770314392928270e+01,1.000000000000000000e+00
2.587174078595918438e+14,1.602920386893139149e+19,4.161390553316722606e+20,1.602920386893139149e+19,2.596130529840311496e+01,1.000000000000000000e+00
2.811239171408466875e+14,1.606932145369790669e+19,4.713534534786941583e+20,1.606932145369790669e+19,2.933250509903921710e+01,1.000000000000000000e+00
3.054709671159980625e+14,1.610943903846441984e+19,5.338938397147409940e+20,1.610943903846441984e+19,3.314167789703698475e+01,1.000000000000000000e+00
3.319266204733183125e+14,1.614955662323093299e+19,6.047322449462658335e+20,1.614955662323093299e+19,3.744574907253900165e+01,1.000000000000000000e+00
3.606734951574031875e+14,1.618967420799744614e+19,6.849696716357483889e+20,1.618967420799744614e+19,4.230904605216725400e+01,1.000000000000000000e+00
3.919100249433418125e+14,1.622979179276396134e+19,7.758532060787905659e+20,1.622979179276396134e+19,4.780426119974650589e+01,1.000000000000000000e+00
4.258518291843405625e+14,1.626990937753047040e+19,8.787954011821323059e+20,1.626990937753047040e+19,5.401354001367648294e+01,1.000000000000000000e+00
4.627332011878693125e+14,1.631002696229698765e+19,9.953962309984276972e+20,1.631002696229698765e+19,6.102971094403655172e+01,1.000000000000000000e+00
5.028087254942495625e+14,1.635014454706350080e+19,1.127467958244955390e+21,1.635014454706350080e+19,6.895767526700242911e+01,1.000000000000000000e+00
5.463550352214864375e+14,1.639026213183001395e+19,1.277063301308642755e+21,1.639026213183001395e+19,7.791597785544723820e+01,1.000000000000000000e+00
5.936727216069126250e+14,1.643037971659652506e+19,1.446507338521650921e+21,1.643037971659652506e+19,8.803858239870844216e+01,1.000000000000000000e+00
6.450884089267712500e+14,1.647049730136304230e+19,1.638433645577995289e+21,1.647049730136304230e+19,9.947687769223604448e+01,1.000000000000000000e+00
7.009570091165661250e+14,1.651061488612955750e+19,1.855825227755538088e+21,1.651061488612955750e+19,1.124019450853161572e+02,1.000000000000000000e+00
7.616641716552891250e+14,1.655073247089606656e+19,2.102060883130162348e+21,1.655073247089606656e+19,1.270071210942820272e+02,1.000000000000000000e+00
8.276289456246368750e+14,1.659085005566258381e+19,2.380967717380372300e+21,1.659085005566258381e+19,1.435108936186021253e+02,1.000000000000000000e+00
8.993066723187668750e+14,1.663096764042909696e+19,2.696880626390719267e+21,1.663096764042909696e+19,1.621601752044018099e+02,1.000000000000000000e+00
9.771921283717996250e+14,1.667108522519561011e+19,3.054709671159973020e+21,1.667108522519561011e+19,1.832340024597367290e+02,1.000000000000000000e+00
1.061822941099386750e+15,1.671120280996212122e+19,3.460016392185127633e+21,1.671120280996212122e+19,2.070477171231799787e+02,1.000000000000000000e+00
1.153783299629666750e+15,1.675132039472863846e+19,3.919100249433439732e+21,1.675132039472863846e+19,2.339576915182587697e+02,1.000000000000000000e+00
1.253707987440919750e+15,1.679143797949514752e+19,4.439096531392172917e+21,1.679143797949514752e+19,2.643666692997331324e+02,1.000000000000000000e+00
1.362286764141649500e+15,1.683155556426166272e+19,5.028087254942500258e+21,1.683155556426166272e+19,2.987298016363149600e+02,1.000000000000000000e+00
1.480269126739516250e+15,1.687167314902817587e+19,5.695226779712872251e+21,1.687167314902817587e+19,3.375614694172120380e+02,1.000000000000000000e+00
1.608469483265355250e+15,1.691179073379468902e+19,6.450884089267693289e+21,1.691179073379468902e+19,3.814429938739098702e+02,1.000000000000000000e+00
1.747772774464684500e+15,1.695190831856120218e+19,7.306803950529529512e+21,1.695190831856120218e+19,4.310313513511082988e+02,1.000000000000000000e+00
1.899140582361943250e+15,1.699202590332771738e+19,8.276289456246408348e+21,1.699202590332771738e+19,4.870690230424837068e+02,1.000000000000000000e+00
2.063617767863856500e+15,1.703214348809422643e+19,9.374408787662987067e+21,1.703214348809422643e+19,5.503951275549003412e+02,1.000000000000000000e+00
2.242339683219849500e+15,1.707226107286074368e+19,1.061822941099387467e+22,1.707226107286074368e+19,6.219580034347853825e+02,1.000000000000000000e+00
2.436540009125476000e+15,1.711237865762725683e+19,1.202708334768520220e+22,1.711237865762725683e+19,7.028294305727357596e+02,1.000000000000000000e+00
2.647559270567064000e+15,1.715249624239376998e+19,1.362286764141644979e+22,1.715249624239376998e+19,7.942207040247844816e+02,1.000000000000000000e+00
2.876854090190597000e+15,1.719261382716028109e+19,1.543038469183568347e+22,1.719261382716028109e+19,8.975008016209443440e+02,1.000000000000000000e+00
3.126007243068716500e+15,1.723273141192679834e+19,1.747772774464692735e+22,1.723273141192679834e+19,1.014216918192699609e+03,1.000000000000000000e+00
3.396738582272202500e+15,1.727284899669331149e+19,1.979671752951329718e+22,1.727284899669331149e+19,1.146117674814568772e+03,1.000000000000000000e+00
3.690916910662782000e+15,1.731296658145982259e+19,2.242339683219850396e+22,1.731296658145982259e+19,1.295179351654924176e+03,1.000000000000000000e+00
4.010572880855512000e+15,1.735308416622633984e+19,2.539859068780740293e+22,1.735308416622633984e+19,1.463635538473312636e+03,1.000000000000000000e+00
4.357913012397021000e+15,1.739320175099284890e+19,2.876854090190586642e+22,1.739320175099284890e+19,1.654010648169689830e+03,1.000000000000000000e+00
4.735334922917121000e+15,1.743331933575936410e+19,3.258562476153230695e+22,1.743331933575936410e+19,1.869157796856988170e+03,1.000000000000000000e+00
5.145443878390945000e+15,1.747343692052587725e+19,3.690916910662798017e+22,1.747343692052587725e+19,2.112301619566963382e+03,1.000000000000000000e+00
5.591070776755282000e+15,1.751355450529239040e+19,4.180637241455746744e+22,1.751355450529239040e+19,2.387086664898554773e+03,1.000000000000000000e+00
6.075291689016077000e+15,1.755367209005890355e+19,4.735334922917121937e+22,1.755367209005890355e+19,2.697632095793143890e+03,1.000000000000000000e+00
6.601449092734910000e+15,1.759378967482541875e+19,5.363631316739268857e+22,1.759378967482541875e+19,3.048593518435641727e+03,1.000000000000000000e+00
7.173174944465598000e+15,1.763390725959192986e+19,6.075291689016053518e+22,1.763390725959192986e+19,3.445232868462212537e+03,1.000000000000000000e+00
7.794415750404951000e+15,1.767402484435844506e+19,6.881376986415672538e+22,1.767402484435844506e+19,3.893497404815638674e+03,1.000000000000000000e+00
8.469459808314611000e+15,1.771414242912496026e+19,7.794415750404983541e+22,1.771414242912496026e+19,4.400108998553429046e+03,1.000000000000000000e+00
9.202966808760466000e+15,1.775426001389147341e+19,8.828598841495225211e+22,1.775426001389147341e+19,4.972665058745034003e+03,1.000000000000000000e+00
1.000000000000000000e+16,1.779437759865798656e+19,1.000000000000000084e+23,1.779437759865798656e+19,5.619752612619718093e+03,1.000000000000000000e+00
